MSZoning,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,SaleType,SaleCondition
RL,Reg,Lvl,Corner,Gtl,Edwards,Norm,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,ALQ,Unf,Fa,N,SBrkr,TA,Typ,NA,Basment,Unf,Fa,TA,Y,COD,Abnorml
RL,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,Gable,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,Fa,Y,SBrkr,TA,Typ,NA,NA,NA,NA,NA,Y,WD,Normal
RL,IR1,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,1Story,Gable,Plywood,Plywood,BrkFace,TA,TA,PConc,TA,TA,Mn,ALQ,Unf,Gd,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,2Story,Gable,HdBoard,HdBoard,BrkFace,Gd,TA,CBlock,Gd,TA,No,Unf,Unf,TA,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,WD,Normal
RL,Reg,Bnk,Inside,Gtl,SawyerW,Norm,Duplex,1Story,Gable,HdBoard,HdBoard,None,TA,Fa,Slab,NA,NA,NA,NA,NA,TA,Y,SBrkr,TA,Typ,NA,Attchd,Unf,TA,TA,Y,WD,Alloca
RL,IR1,Lvl,Corner,Gtl,CollgCr,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,NA,Attchd,RFn,TA,TA,Y,WD,Normal
RM,Reg,Lvl,Corner,Gtl,IDOTRR,Norm,1Fam,1.5Fin,Gable,Stucco,Stucco,BrkFace,TA,Fa,PConc,TA,TA,No,LwQ,Unf,Ex,Y,FuseF,TA,Typ,TA,Detchd,Unf,TA,TA,Y,WD,Normal
FV,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,2Story,Hip,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,WD,Normal
RM,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1Story,Mansard,VinylSd,VinylSd,None,TA,TA,BrkTil,Fa,TA,No,Unf,Unf,Gd,Y,SBrkr,TA,Typ,NA,Detchd,Unf,Fa,Fa,N,WD,Normal
RM,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,None,TA,TA,CBlock,TA,TA,No,ALQ,BLQ,Ex,Y,SBrkr,TA,Typ,NA,Detchd,Unf,TA,TA,Y,WD,Partial
RM,Reg,Lvl,Corner,Gtl,IDOTRR,Artery,1Fam,1.5Fin,Gable,CemntBd,CmentBd,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,TA,N,FuseF,Fa,Typ,NA,NA,NA,NA,NA,N,WD,Normal
RL,IR1,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,1Story,Hip,Plywood,Plywood,BrkFace,TA,TA,CBlock,Gd,TA,No,BLQ,Unf,Ex,Y,SBrkr,TA,Typ,TA,Attchd,RFn,TA,TA,Y,COD,Normal
RL,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1.5Fin,Gable,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,Fa,No,Rec,Unf,Gd,Y,SBrkr,TA,Typ,NA,Attchd,Unf,TA,TA,Y,WD,Normal
RL,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,SLvl,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,TA,Typ,TA,BuiltIn,Fin,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,TA,Av,GLQ,Unf,Ex,Y,SBrkr,Ex,Typ,Gd,BuiltIn,Fin,TA,TA,Y,New,Partial
RL,Reg,Bnk,Corner,Gtl,Crawfor,Norm,1Fam,1Story,Hip,Wd Sdng,Wd Sdng,BrkFace,TA,Gd,CBlock,Gd,TA,Mn,ALQ,Rec,TA,Y,SBrkr,Gd,Typ,Gd,Basment,Unf,TA,TA,Y,COD,Abnorml
RL,IR1,Lvl,Inside,Mod,Crawfor,Norm,1Fam,2Story,Gambrel,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,ALQ,LwQ,Ex,Y,SBrkr,Gd,Typ,TA,Detchd,Unf,TA,TA,Y,WD,Normal
FV,Reg,Lvl,Corner,Gtl,Somerst,Norm,TwnhsE,2Story,Gable,MetalSd,MetalSd,BrkFace,TA,TA,PConc,Gd,TA,No,GLQ,Unf,Gd,Y,SBrkr,TA,Typ,Fa,Detchd,Unf,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,No,LwQ,BLQ,TA,Y,SBrkr,TA,Typ,Po,Attchd,Unf,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Corner,Gtl,Edwards,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,Unf,Unf,Gd,Y,SBrkr,TA,Typ,NA,Attchd,Unf,TA,TA,Y,New,Partial
RL,Reg,Lvl,Corner,Gtl,SawyerW,Norm,1Fam,2Story,Hip,Plywood,Plywood,None,TA,TA,PConc,Gd,TA,Mn,GLQ,Unf,Gd,Y,SBrkr,Gd,Typ,TA,Attchd,Unf,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,New,Partial
RL,IR1,Low,CulDSac,Sev,ClearCr,Norm,1Fam,SLvl,Flat,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,Gd,ALQ,Unf,Ex,Y,SBrkr,TA,Typ,TA,Attchd,Unf,TA,TA,Y,WD,Normal
RM,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,1Fam,1.5Fin,Gable,AsbShng,AsbShng,None,TA,TA,PConc,TA,TA,No,Unf,Unf,Gd,Y,SBrkr,TA,Typ,NA,Detchd,Unf,TA,TA,P,WD,Normal
RL,Reg,Lvl,Corner,Gtl,NAmes,Norm,1Fam,1Story,Hip,MetalSd,MetalSd,BrkFace,TA,Gd,CBlock,TA,TA,No,BLQ,Unf,Gd,Y,SBrkr,TA,Typ,NA,Attchd,Unf,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,SawyerW,Norm,TwnhsE,1Story,Gable,Plywood,Plywood,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,NA,Attchd,RFn,TA,TA,Y,WD,Normal
RL,IR1,Lvl,CulDSac,Gtl,NWAmes,Norm,1Fam,1Story,Gable,HdBoard,HdBoard,None,TA,Gd,CBlock,Gd,Fa,No,Unf,Unf,TA,Y,SBrkr,TA,Typ,TA,Attchd,Unf,TA,TA,Y,WD,Normal
RM,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,2fmCon,1.5Fin,Gable,Wd Sdng,Wd Sdng,None,TA,Fa,CBlock,TA,TA,Av,GLQ,Unf,Gd,N,SBrkr,TA,Typ,NA,NA,NA,NA,NA,N,WD,Normal
RL,IR1,Lvl,Inside,Gtl,NPkVill,Norm,TwnhsE,1Story,Gable,Plywood,Plywood,None,TA,TA,CBlock,Gd,TA,No,ALQ,Unf,TA,Y,SBrkr,TA,Typ,TA,Attchd,RFn,TA,TA,Y,WD,Normal
RM,IR1,Bnk,Inside,Gtl,OldTown,Feedr,1Fam,1.5Unf,Gable,WdShing,Wd Sdng,None,TA,Gd,BrkTil,TA,TA,No,LwQ,Unf,Ex,Y,SBrkr,TA,Typ,TA,NA,NA,NA,NA,N,WD,Normal
RL,Reg,Lvl,Inside,Gtl,NAmes,PosN,1Fam,2Story,Gable,VinylSd,VinylSd,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Unf,TA,Y,SBrkr,TA,Typ,Fa,Attchd,RFn,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,Gable,Plywood,Plywood,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,BLQ,TA,Y,FuseA,Ex,Typ,NA,2Types,RFn,TA,TA,Y,WD,Abnorml
RL,Reg,Lvl,Corner,Gtl,NAmes,Norm,1Fam,2Story,Gable,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,WD,Normal
RL,IR1,Lvl,Corner,Gtl,Gilbert,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,TA,BuiltIn,RFn,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Corner,Gtl,NAmes,Norm,1Fam,1Story,Gable,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,Gd,Y,SBrkr,Gd,Typ,NA,Detchd,Unf,TA,TA,Y,WD,Normal
RL,IR1,Lvl,Inside,Gtl,Timber,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,No,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,NA,Attchd,Fin,TA,TA,Y,WD,Normal
RL,IR1,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1Story,Gable,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,Gd,Y,SBrkr,TA,Min1,TA,Attchd,RFn,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,1Story,Hip,Plywood,Plywood,BrkFace,TA,TA,PConc,TA,TA,No,Unf,Unf,Gd,Y,SBrkr,TA,Typ,Gd,Attchd,Unf,TA,TA,Y,WD,Normal
RL,IR1,Lvl,Corner,Gtl,NAmes,Norm,1Fam,1Story,Gable,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Unf,TA,Y,SBrkr,TA,Typ,Fa,Attchd,RFn,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Duplex,1Story,Gable,VinylSd,VinylSd,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,Unf,Gd,Y,SBrkr,TA,Typ,NA,2Types,Unf,TA,TA,Y,WD,Family
RL,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,WD,Normal
RL,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,NA,Attchd,RFn,TA,TA,Y,WD,Normal
RL,Reg,Lvl,FR2,Gtl,NAmes,Norm,1Fam,1Story,Gable,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,TA,Y,SBrkr,TA,Typ,Po,NA,NA,NA,NA,Y,ConLI,Normal
RL,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,NA,Attchd,Fin,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Corner,Gtl,NAmes,Artery,1Fam,1.5Fin,Gable,BrkFace,Wd Sdng,None,TA,Fa,CBlock,TA,TA,No,Rec,Unf,Fa,Y,SBrkr,TA,Typ,NA,Detchd,Unf,TA,TA,Y,WD,Normal
RL,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,NA,Attchd,RFn,TA,TA,Y,WD,Normal
RM,Reg,Lvl,Inside,Gtl,Sawyer,RRAe,Duplex,1Story,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,Unf,TA,Y,SBrkr,TA,Typ,NA,Detchd,Unf,TA,TA,Y,ConLI,Abnorml
RM,Reg,Lvl,Inside,Gtl,Edwards,Norm,Twnhs,2Story,Gable,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Maj1,NA,Detchd,Unf,TA,TA,Y,WD,Normal
RM,Reg,Lvl,Corner,Gtl,BrkSide,Norm,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,BLQ,Unf,TA,Y,FuseA,TA,Typ,NA,Detchd,Unf,Fa,TA,Y,WD,Normal
RL,IR1,Lvl,CulDSac,Gtl,Gilbert,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,BuiltIn,Fin,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,NA,NA,NA,NA,NA,Y,WD,Normal
RM,Reg,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,1.5Fin,Gable,MetalSd,MetalSd,None,TA,TA,BrkTil,Gd,TA,No,Unf,Unf,Gd,Y,FuseA,TA,Typ,NA,Detchd,Unf,Fa,TA,Y,WD,Normal
RL,Reg,Lvl,Corner,Gtl,CollgCr,Norm,1Fam,1Story,Gable,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,Av,BLQ,Unf,TA,Y,SBrkr,TA,Typ,NA,Attchd,Unf,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,1Story,Hip,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,New,Partial
RL,IR1,Lvl,CulDSac,Gtl,NWAmes,Norm,1Fam,2Story,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,Unf,Gd,Y,SBrkr,TA,Typ,Gd,Attchd,RFn,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,ClearCr,Norm,1Fam,1Story,Flat,BrkFace,Plywood,None,TA,TA,CBlock,Gd,TA,Gd,BLQ,ALQ,Gd,Y,SBrkr,TA,Typ,Gd,Attchd,RFn,TA,TA,Y,WD,Normal
RM,Reg,Lvl,Corner,Gtl,OldTown,Norm,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,TA,Y,FuseA,TA,Typ,NA,Detchd,Unf,Fa,Fa,Y,WD,Family
RL,Reg,Lvl,Corner,Gtl,Edwards,Artery,1Fam,1.5Fin,Gable,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,Fa,N,FuseF,TA,Typ,NA,NA,NA,NA,NA,N,WD,Normal
RL,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,Hip,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,NA,NA,NA,NA,NA,TA,Y,FuseF,TA,Typ,NA,Detchd,Unf,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Corner,Gtl,Timber,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,No,Unf,Unf,Ex,Y,SBrkr,Ex,Typ,Gd,BuiltIn,Fin,TA,TA,Y,New,Partial
FV,Reg,Lvl,Corner,Gtl,Somerst,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,WD,Normal
RL,IR1,HLS,Corner,Gtl,Gilbert,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,New,Partial
RL,IR1,Lvl,CulDSac,Gtl,Veenker,Norm,1Fam,1Story,Gable,Plywood,Plywood,None,TA,TA,PConc,Gd,TA,No,BLQ,Unf,TA,Y,SBrkr,TA,Typ,NA,Attchd,Unf,TA,TA,Y,WD,Normal
RL,IR1,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Av,GLQ,Unf,Ex,Y,SBrkr,Ex,Typ,Gd,BuiltIn,Fin,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Corner,Gtl,NridgHt,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Mn,BLQ,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,New,Partial
RL,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1.5Unf,Gable,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,Ex,Y,SBrkr,TA,Typ,NA,NA,NA,NA,NA,Y,WD,Normal
RM,Reg,Lvl,Corner,Gtl,OldTown,Norm,1Fam,1Story,Gable,MetalSd,MetalSd,None,TA,Gd,BrkTil,TA,TA,Mn,LwQ,Unf,Gd,Y,FuseA,Gd,Typ,NA,Detchd,Unf,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,Edwards,Norm,2fmCon,1.5Fin,Gable,Wd Sdng,Wd Sdng,None,TA,Gd,BrkTil,TA,TA,No,ALQ,Rec,Gd,Y,SBrkr,TA,Typ,NA,NA,NA,NA,NA,Y,WD,Normal
RL,IR1,Lvl,Inside,Gtl,ClearCr,Norm,1Fam,1Story,Hip,Wd Sdng,Wd Sdng,None,Gd,TA,CBlock,TA,TA,No,LwQ,BLQ,Ex,Y,FuseA,TA,Typ,Gd,Attchd,Fin,TA,TA,Y,COD,Normal
RL,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,TA,No,GLQ,Unf,Ex,Y,SBrkr,Ex,Typ,Gd,Attchd,Fin,TA,TA,Y,New,Partial
RL,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,WD,Normal
RL,IR1,Lvl,Corner,Gtl,Timber,Norm,1Fam,1Story,Hip,Plywood,Plywood,BrkFace,Gd,TA,CBlock,Gd,TA,No,Unf,Unf,TA,Y,SBrkr,TA,Typ,TA,Attchd,RFn,TA,TA,Y,WD,Normal
RM,IR1,Lvl,Inside,Gtl,OldTown,Feedr,1Fam,1.5Fin,Gable,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,TA,Y,SBrkr,TA,Typ,NA,Detchd,Unf,TA,TA,Y,WD,Normal
RL,IR1,Lvl,Corner,Gtl,NAmes,Norm,1Fam,1Story,Hip,BrkFace,Plywood,Stone,TA,TA,CBlock,TA,Gd,Gd,BLQ,Unf,Fa,Y,SBrkr,TA,Typ,Gd,Attchd,Fin,TA,TA,P,WD,Normal
RL,IR1,Lvl,Inside,Gtl,StoneBr,Norm,TwnhsE,2Story,Gable,HdBoard,HdBoard,None,Gd,Gd,PConc,Gd,Gd,No,GLQ,Rec,Gd,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,Gd,TA,Y,WD,Normal
RL,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,Gable,WdShing,Wd Shng,BrkCmn,TA,TA,CBlock,TA,TA,No,ALQ,Rec,TA,Y,SBrkr,TA,Typ,TA,Attchd,Unf,TA,TA,Y,COD,Normal
RL,IR1,Lvl,Inside,Gtl,Timber,Norm,1Fam,1Story,Gable,VinylSd,Plywood,Stone,TA,TA,CBlock,Gd,Fa,No,ALQ,LwQ,TA,Y,SBrkr,TA,Min2,TA,Attchd,Fin,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Corner,Gtl,Edwards,Norm,1Fam,1Story,Gable,WdShing,Wd Shng,None,TA,TA,CBlock,TA,Gd,Av,ALQ,Unf,TA,Y,SBrkr,Gd,Typ,Gd,Attchd,Unf,TA,TA,Y,WD,Normal
RL,IR1,Lvl,Corner,Gtl,ClearCr,Norm,1Fam,2Story,Gable,Plywood,Plywood,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,TA,Y,SBrkr,TA,Typ,TA,Attchd,Unf,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1.5Fin,Gable,MetalSd,MetalSd,None,Gd,Gd,CBlock,TA,TA,No,ALQ,BLQ,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Unf,TA,TA,Y,WD,Normal
RL,IR1,Lvl,CulDSac,Gtl,StoneBr,Norm,1Fam,1Story,Hip,VinylSd,VinylSd,Stone,Ex,TA,PConc,Ex,TA,No,GLQ,Unf,Ex,Y,SBrkr,Ex,Typ,Gd,Attchd,Fin,TA,TA,Y,New,Partial
RM,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,None,Gd,TA,CBlock,TA,TA,No,Unf,Unf,TA,Y,SBrkr,TA,Typ,NA,Detchd,Unf,Fa,TA,N,WD,Normal
FV,Reg,Lvl,Inside,Gtl,Somerst,Norm,Twnhs,2Story,Gable,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,TA,Detchd,Unf,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,Crawfor,Norm,1Fam,2Story,Gable,Stucco,Stucco,None,TA,TA,BrkTil,Fa,TA,No,LwQ,Unf,Gd,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,Fa,TA,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,Edwards,Artery,1Fam,1Story,Hip,Wd Sdng,Wd Sdng,BrkFace,TA,TA,PConc,NA,NA,NA,NA,NA,Ex,Y,SBrkr,TA,Typ,Gd,Attchd,RFn,TA,TA,Y,WD,Normal
RM,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1.5Fin,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Mod,NA,Detchd,Unf,TA,TA,N,WD,Normal
RL,IR1,Lvl,Inside,Gtl,BrkSide,RRAn,1Fam,1.5Fin,Gable,AsbShng,Plywood,None,TA,TA,PConc,Fa,TA,No,Unf,Unf,Gd,Y,SBrkr,TA,Typ,NA,Attchd,Unf,TA,TA,Y,WD,Normal
RM,IR2,Lvl,Inside,Gtl,OldTown,Artery,1Fam,2.5Fin,Gable,Wd Sdng,Wd Sdng,None,Gd,Gd,BrkTil,TA,TA,Mn,Unf,Unf,Ex,Y,SBrkr,Ex,Typ,TA,Detchd,Unf,Ex,TA,Y,WD,Normal
RL,IR1,Lvl,CulDSac,Gtl,Mitchel,Norm,1Fam,SLvl,Gable,HdBoard,HdBoard,None,TA,TA,PConc,Gd,TA,Av,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,NA,Attchd,Unf,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1.5Fin,Gable,HdBoard,HdBoard,None,TA,TA,CBlock,Fa,TA,No,Unf,Unf,Ex,Y,SBrkr,TA,Min2,NA,Detchd,Unf,Fa,Fa,N,WD,Normal
RL,Reg,Bnk,Inside,Gtl,SawyerW,Feedr,Duplex,SFoyer,Gable,Plywood,Plywood,Stone,TA,TA,CBlock,Gd,TA,Av,GLQ,Unf,TA,Y,SBrkr,TA,Typ,TA,Detchd,Unf,TA,TA,Y,WD,Alloca
RL,Reg,Lvl,Inside,Gtl,StoneBr,Norm,TwnhsE,1Story,Gable,CemntBd,CmentBd,None,Gd,TA,PConc,Ex,TA,Av,GLQ,Unf,Ex,Y,SBrkr,Ex,Typ,Gd,Attchd,Fin,TA,TA,Y,WD,Normal
RL,Reg,Bnk,Inside,Mod,Crawfor,Norm,1Fam,2Story,Hip,BrkFace,BrkFace,None,Gd,TA,CBlock,Gd,Gd,No,Rec,Unf,TA,Y,SBrkr,Gd,Maj1,TA,Detchd,Unf,TA,TA,Y,WD,Normal
RL,IR1,Lvl,CulDSac,Gtl,NAmes,Norm,1Fam,2Story,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,Gd,Y,SBrkr,Gd,Typ,NA,Attchd,Fin,TA,TA,Y,WD,Normal
RL,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,NA,Attchd,Fin,TA,TA,Y,WD,Normal
RM,Reg,Lvl,Inside,Gtl,Edwards,Norm,Twnhs,2Story,Gable,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Maj1,NA,Detchd,Unf,TA,TA,Y,WD,Normal
RL,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,Hip,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,TA,Y,SBrkr,TA,Typ,NA,Detchd,Unf,TA,TA,Y,WD,Normal
RL,Reg,Lvl,FR2,Gtl,NPkVill,Norm,Twnhs,2Story,Gable,Plywood,Brk Cmn,None,TA,TA,CBlock,Gd,TA,No,ALQ,Unf,TA,Y,SBrkr,TA,Typ,TA,Attchd,Unf,TA,TA,Y,WD,Normal
RL,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,1Story,Hip,CemntBd,CmentBd,Stone,Ex,TA,PConc,Ex,TA,No,GLQ,Unf,Ex,Y,SBrkr,Ex,Typ,Gd,Attchd,Fin,TA,TA,Y,New,Partial
RL,Reg,Lvl,Corner,Gtl,NAmes,Artery,1Fam,2Story,Gable,Stucco,Stucco,None,Gd,Gd,PConc,TA,TA,No,GLQ,LwQ,Gd,Y,SBrkr,Gd,Typ,Ex,Detchd,Unf,TA,TA,Y,WD,Abnorml
